x,y,z,parity
2.49,-0.02,2.32,2.00
0.06,-1.50,-1.21,1.00
-0.85,-0.77,0.98,2.00
0.38,-0.45,1.27,2.00
0.97,1.13,7.47,2.00
0.88,-1.14,2.56,2.00
-0.63,0.02,3.62,2.00
-0.08,0.09,-0.95,1.00
-0.34,0.46,-1.17,1.00
0.61,-0.25,-1.02,1.00
0.23,-0.07,1.98,2.00
0.10,-0.37,1.00,2.00
0.73,-2.14,1.42,2.00
-0.31,0.27,-7.04,1.00
0.16,-0.49,-1.50,1.00
0.36,-0.87,-6.10,1.00
0.32,0.03,-1.20,1.00
-2.07,0.29,-1.83,1.00
2.42,1.66,-2.44,1.00
0.27,0.36,6.40,2.00
-0.37,-0.87,3.38,2.00
-1.65,2.16,3.38,2.00
1.36,-0.35,3.27,2.00
-3.08,-0.17,-1.96,1.00
-0.03,0.24,-1.45,1.00
0.17,-0.39,-0.64,1.00
0.04,0.16,-0.70,1.00
-0.25,0.43,-0.60,1.00
0.69,-0.73,-2.12,1.00
-0.17,-0.51,-1.86,1.00
1.08,0.21,1.70,2.00
-0.84,0.63,2.13,2.00
-0.37,-0.14,0.82,2.00
-0.72,1.01,-3.16,1.00
1.58,0.62,-0.99,1.00
-0.56,-0.60,-1.27,1.00
1.64,-0.59,-1.95,1.00
-0.09,-0.00,2.04,2.00
0.82,0.14,-1.27,1.00
-0.63,1.72,2.55,2.00
0.88,-0.13,-4.08,1.00
0.39,0.77,-2.95,1.00
-2.29,5.81,-3.61,1.00
2.71,2.72,-4.53,1.00
-0.01,0.05,-4.41,1.00
-0.51,-0.44,-1.58,1.00
0.33,0.28,-0.91,1.00
2.10,-1.58,-2.75,1.00
0.50,-0.57,2.02,2.00
2.82,-0.55,-5.16,1.00
0.14,-0.12,-2.11,1.00
3.14,-3.84,0.62,2.00
-0.00,0.01,-0.44,1.00
0.29,-0.14,1.23,2.00
0.05,0.29,-1.99,1.00
0.03,-1.49,-3.93,1.00
0.19,-0.64,2.60,2.00
-0.46,0.71,-7.53,1.00
-0.31,0.07,1.50,2.00
-0.40,-0.19,4.96,2.00
0.42,-0.27,1.49,2.00
-2.73,4.09,-6.58,1.00
0.98,-0.89,2.05,2.00
-1.88,-1.15,2.29,2.00
-0.10,1.27,2.28,2.00
-0.12,0.39,0.72,2.00
-0.89,0.02,1.34,2.00
0.06,0.28,-3.22,1.00
-0.44,-0.58,-2.36,1.00
-0.10,-0.10,3.49,2.00
-0.23,0.85,-2.02,1.00
-1.06,0.89,7.82,2.00
-0.00,0.00,3.69,2.00
-0.00,-0.09,-1.04,1.00
-0.67,0.26,-1.59,1.00
-2.46,-0.32,-2.98,1.00
0.20,-0.23,2.77,2.00
0.02,-0.06,-0.83,1.00
-0.70,-1.18,0.25,2.00
-0.69,-0.53,0.88,2.00
-2.32,-0.16,0.52,2.00
0.74,-1.50,-3.58,1.00
0.45,1.02,-2.72,1.00
-0.26,-1.08,-0.31,1.00
-2.30,0.33,-4.22,1.00
-0.86,-0.23,1.99,2.00
-1.45,1.59,-2.98,1.00
-0.30,-2.21,-1.11,1.00
2.91,-1.45,-2.12,1.00
-0.90,-1.40,4.69,2.00
-0.40,-0.75,1.95,2.00
2.12,0.67,1.27,2.00
-1.00,-0.34,-2.20,1.00
2.13,0.42,-4.24,1.00
-0.02,0.02,-2.61,1.00
-0.09,-0.03,-3.19,1.00
0.08,0.09,0.96,2.00
0.02,-1.99,1.53,2.00
0.05,0.09,-2.19,1.00
0.09,0.02,-0.97,1.00
1.36,-0.71,6.66,2.00
1.82,1.17,1.14,2.00
0.07,-0.62,3.00,2.00
1.19,-1.67,-3.31,1.00
-0.08,0.76,-2.94,1.00
-0.82,1.94,-1.61,1.00
0.41,0.40,3.95,2.00
-4.16,0.57,3.36,2.00
2.04,1.69,-4.99,1.00
-0.52,0.03,-1.73,1.00
0.37,0.34,1.05,2.00
0.22,0.33,1.88,2.00
-0.20,-0.41,-1.85,1.00
0.01,-0.38,0.66,2.00
-0.65,1.61,-0.35,1.00
-0.15,-1.22,-1.54,1.00
1.79,-0.24,-4.78,1.00
-0.65,-0.00,-1.88,1.00
0.83,-0.56,0.84,2.00
-0.07,0.08,-1.88,1.00
-0.80,0.10,3.87,2.00
1.09,-0.09,-2.30,1.00
-0.39,-0.61,-4.08,1.00
0.05,-0.09,-4.68,1.00
-0.58,0.00,1.95,2.00
-1.16,0.58,-2.93,1.00
0.45,0.25,-2.06,1.00
-2.45,0.54,6.21,2.00
-4.40,-0.99,5.30,2.00
-0.61,0.27,1.26,2.00
1.54,3.88,-7.89,1.00
-0.33,-0.59,-3.56,1.00
-0.84,-0.19,1.65,2.00
0.19,-1.05,1.45,2.00
2.43,-1.38,1.65,2.00
1.40,-5.65,-4.35,1.00
3.08,-3.43,-4.15,1.00
-1.18,-1.44,1.66,2.00
-3.98,-1.26,5.86,2.00
-0.59,-0.08,-0.46,1.00
-0.27,-0.58,3.03,2.00
-0.17,-0.39,3.96,2.00
-0.71,-1.17,-1.66,1.00
1.67,1.63,1.90,2.00
0.66,0.14,1.36,2.00
-0.52,0.69,-2.86,1.00
0.01,-0.02,-1.92,1.00
0.20,0.05,-1.01,1.00
0.61,-1.35,3.31,2.00
-0.21,1.13,-2.99,1.00
-0.59,-0.56,-1.92,1.00
-0.64,-0.02,0.55,2.00
0.02,0.59,-0.95,1.00
0.35,3.87,-1.89,1.00
-2.89,2.19,-2.13,1.00
-0.12,-0.22,0.93,2.00
0.17,-0.13,-2.36,1.00
-0.23,0.30,1.25,2.00
0.65,-0.79,-1.85,1.00
-0.16,0.63,1.06,2.00
0.31,0.27,2.01,2.00
-0.71,-0.21,2.85,2.00
-0.40,-1.29,1.83,2.00
-0.19,-6.05,4.84,2.00
-0.79,-0.62,-5.38,1.00
-1.51,-0.03,6.45,2.00
-0.40,-3.52,-2.12,1.00
0.04,-0.21,-1.70,1.00
-0.13,-0.29,1.28,2.00
-0.61,1.14,1.28,2.00
-0.48,1.46,-2.58,1.00
-0.74,-0.76,-1.98,1.00
-2.63,-0.33,-3.89,1.00
-2.19,1.28,3.96,2.00
-0.64,-0.43,-0.52,1.00
0.84,1.23,1.74,2.00
-0.05,0.05,2.44,2.00
0.89,0.18,-1.89,1.00
-0.10,1.07,-1.98,1.00
-1.11,-1.30,-5.26,1.00
-1.46,-0.90,-2.35,1.00
0.73,0.56,-1.99,1.00
0.91,-0.75,-3.18,1.00
0.21,-1.96,-1.31,1.00
-2.58,-0.07,-3.72,1.00
0.77,-0.39,-1.83,1.00
-1.18,0.20,-0.75,1.00
0.57,-0.85,2.89,2.00
-0.58,-1.71,1.35,2.00
3.44,0.08,-4.17,1.00
0.51,-2.64,4.69,2.00
0.34,-1.41,1.73,2.00
0.88,-0.26,-1.85,1.00
0.10,-0.63,2.23,2.00
-1.86,0.75,2.70,2.00
2.46,0.33,3.80,2.00
0.95,-2.02,-2.25,1.00
-0.67,-0.32,2.78,2.00
0.48,1.15,0.75,2.00
-0.43,-2.75,-8.06,1.00
-0.55,-0.10,-1.98,1.00
-0.11,-0.21,-3.22,1.00
0.23,1.46,-1.94,1.00
0.08,0.08,-4.04,1.00
0.68,-0.07,2.35,2.00
0.02,0.01,1.15,2.00
-0.04,0.37,2.08,2.00
-0.07,0.62,-2.94,1.00
1.61,-0.34,-2.96,1.00
-3.07,0.89,2.17,2.00
1.29,0.16,1.55,2.00
-0.13,1.80,2.44,2.00
0.39,1.02,1.72,2.00
-1.95,-1.14,-0.97,1.00
-0.03,0.03,-2.75,1.00
-1.45,-0.18,1.60,2.00
1.03,-0.17,2.05,2.00
3.84,-1.17,-3.44,1.00
-0.58,0.31,-1.43,1.00
0.04,0.01,-2.56,1.00
2.94,4.96,-6.28,1.00
-0.74,0.39,-1.73,1.00
-0.87,0.40,-4.66,1.00
1.57,0.04,-3.51,1.00
-2.30,-0.27,2.47,2.00
2.88,-1.99,-2.31,1.00
0.29,-0.42,2.48,2.00
-0.96,0.37,-1.36,1.00
0.06,-0.14,0.72,2.00
3.07,0.56,-4.54,1.00
0.09,-1.22,-1.31,1.00
1.87,1.44,4.09,2.00
-0.02,-0.60,-2.48,1.00
0.35,3.25,-3.27,1.00
-0.73,-3.63,-3.80,1.00
-0.06,0.17,-0.89,1.00
-0.03,-0.06,-2.37,1.00
-0.73,2.14,3.56,2.00
-0.97,-0.49,1.12,2.00
0.40,-0.25,-2.43,1.00
-0.20,-0.60,1.64,2.00
-0.35,0.51,-3.31,1.00
0.22,-0.19,2.02,2.00
0.61,0.15,-1.95,1.00
0.60,-0.06,-3.33,1.00
0.97,-1.08,-2.10,1.00
1.00,-0.33,1.78,2.00
-0.23,0.50,2.41,2.00
-1.64,-0.66,2.42,2.00
-0.52,-1.03,-0.83,1.00
-0.69,0.11,2.11,2.00
0.80,-2.57,3.90,2.00
-0.09,-0.79,-1.92,1.00
0.19,-0.03,-5.46,1.00
-0.17,-0.06,2.91,2.00
0.82,-2.64,-2.11,1.00
0.77,1.11,-0.63,1.00
-1.01,-0.16,1.63,2.00
-0.51,-0.07,-1.26,1.00
-0.04,0.01,4.74,2.00
0.17,0.36,0.42,2.00
-0.50,0.44,-1.64,1.00
-0.86,-1.61,2.34,2.00
0.25,-0.15,-1.33,1.00
0.48,-0.33,-5.52,1.00
-0.16,-0.17,-4.15,1.00
-1.24,-1.21,-2.65,1.00
0.74,-1.14,-1.99,1.00
2.91,-3.08,-2.65,1.00
-0.43,0.57,-0.14,1.00
-1.40,-2.40,3.00,2.00
1.24,-0.39,-0.98,1.00
-0.01,-0.83,1.11,2.00
-0.42,-0.22,0.70,2.00
-0.89,-0.46,-2.01,1.00
0.11,1.22,2.06,2.00
-0.11,0.56,0.90,2.00
-0.04,0.08,1.86,2.00
-0.59,0.81,2.26,2.00
0.69,0.04,-6.71,1.00
0.23,0.52,3.36,2.00
-2.42,-0.20,-5.00,1.00
-0.35,0.32,-0.88,1.00
-0.20,0.21,2.41,2.00
0.41,-0.18,-0.31,1.00
2.80,-3.12,5.09,2.00
0.51,-0.07,1.08,2.00
-0.67,0.18,1.08,2.00
-2.02,0.69,-4.92,1.00
0.11,-0.25,1.50,2.00
-2.14,-2.11,2.46,2.00
-0.03,0.06,-2.99,1.00
0.01,0.01,-1.10,1.00
-1.76,-0.37,1.66,2.00
-0.92,-0.08,-2.99,1.00
4.19,1.48,-5.20,1.00
-0.05,-0.00,-2.33,1.00
-0.25,-0.41,4.78,2.00
-0.12,-0.76,1.08,2.00
0.07,-0.01,1.23,2.00
2.72,1.15,3.14,2.00
-0.02,-0.62,3.05,2.00
0.38,0.21,-1.65,1.00
-3.14,-1.40,-2.87,1.00
1.07,0.15,-1.80,1.00
2.20,1.47,3.13,2.00
-0.03,-0.70,0.91,2.00
0.26,0.11,-2.81,1.00
2.52,1.47,-2.70,1.00
0.76,-1.85,2.32,2.00
0.52,0.65,2.81,2.00
-0.54,0.10,-1.22,1.00
-0.39,0.41,4.65,2.00
-0.37,-0.07,1.55,2.00
-0.44,1.52,1.69,2.00
0.25,1.38,3.28,2.00
-0.06,-0.95,1.95,2.00
-0.05,0.26,1.36,2.00
0.75,-0.53,-4.56,1.00
3.04,-1.04,1.57,2.00
1.88,0.62,2.36,2.00
-1.06,-0.15,-2.14,1.00
0.24,0.44,0.61,2.00
0.49,-0.19,-1.26,1.00
-0.34,-1.77,-0.54,1.00
0.13,-0.15,1.00,2.00
-1.11,0.60,-0.71,1.00
0.51,-0.56,-4.23,1.00
-0.01,-0.05,2.89,2.00
2.29,-1.12,1.91,2.00
-1.55,-0.76,-2.36,1.00
-1.99,1.38,-2.56,1.00
-0.12,-0.15,1.31,2.00
0.34,-0.39,-0.41,1.00
0.42,0.09,0.86,2.00
-0.65,0.99,2.92,2.00
1.16,-0.62,-1.03,1.00
-0.08,-0.10,-2.33,1.00
0.42,0.34,-0.78,1.00
-0.05,0.13,-2.87,1.00
0.26,0.82,4.37,2.00
1.16,-3.24,-1.98,1.00
-0.22,-0.04,-2.73,1.00
-0.01,-0.03,-1.55,1.00
-0.76,2.24,1.81,2.00
-0.44,-0.10,-1.98,1.00
-2.83,-0.60,-3.77,1.00
-1.86,0.00,3.91,2.00
0.46,-0.89,1.39,2.00
0.22,-0.17,-1.29,1.00
1.48,1.64,-1.42,1.00
-0.09,-0.18,2.07,2.00
0.89,-0.82,1.76,2.00
-0.92,-0.84,-2.48,1.00
-0.01,-0.02,0.96,2.00
-0.18,0.20,-1.39,1.00
0.97,2.81,-1.43,1.00
-0.31,-0.14,-0.57,1.00
1.02,-0.12,1.14,2.00
-1.16,0.52,-1.38,1.00
0.07,-1.59,1.74,2.00
-0.62,0.02,-8.34,1.00
-0.51,-0.31,-1.84,1.00
0.45,-5.42,6.64,2.00
4.90,-2.24,1.33,2.00
0.35,-0.59,-0.68,1.00
-1.56,-0.16,0.97,2.00
-0.48,-0.37,3.20,2.00
0.06,-0.07,-6.31,1.00
-0.41,-0.39,-1.79,1.00
0.20,1.21,-1.90,1.00
-0.43,0.91,1.57,2.00
0.52,-2.24,-3.83,1.00
-0.70,-0.92,-1.83,1.00
-0.13,-0.14,2.54,2.00
0.31,-0.15,-1.77,1.00
-0.71,0.78,1.50,2.00
-0.05,-0.03,0.97,2.00
-1.21,-0.88,2.91,2.00
1.74,0.16,-3.88,1.00
0.85,0.69,-2.27,1.00
-0.93,1.75,-1.28,1.00
3.18,-1.23,2.56,2.00
0.19,-0.11,-1.23,1.00
2.73,-2.13,-4.68,1.00
0.44,-0.93,-2.74,1.00
0.27,-0.59,-2.09,1.00
0.08,-0.01,3.86,2.00
-0.68,0.23,2.58,2.00
0.20,-0.03,-1.25,1.00
0.03,0.01,-0.38,1.00
3.21,0.82,-0.82,1.00
-1.85,1.17,2.31,2.00
-0.83,2.06,-2.39,1.00
1.37,-0.01,-2.26,1.00
-1.77,-2.36,-2.65,1.00
1.72,-1.45,-1.66,1.00
-1.11,0.64,-0.70,1.00
-1.42,0.50,2.15,2.00
0.55,1.93,-4.75,1.00
-1.23,0.12,2.06,2.00
-0.17,0.34,-0.95,1.00
-0.57,-2.63,-2.56,1.00
0.11,0.38,7.81,2.00
-4.44,-3.43,3.37,2.00
0.34,0.96,-1.23,1.00
0.11,0.03,2.38,2.00
1.27,2.14,8.11,2.00
-0.91,1.02,3.23,2.00
-0.04,2.42,3.88,2.00
1.65,2.12,-2.60,1.00
-0.10,0.01,-2.82,1.00
-0.44,0.11,-1.57,1.00
0.17,0.10,0.81,2.00
-0.22,-0.08,0.59,2.00
0.01,0.26,-0.71,1.00
0.16,0.09,-0.56,1.00
-0.06,0.54,1.02,2.00
-0.31,-0.04,1.65,2.00
-0.42,0.22,2.25,2.00
-0.13,0.31,3.94,2.00
-0.34,0.64,-1.39,1.00
-0.34,-1.16,1.38,2.00
-0.26,0.17,0.63,2.00
-0.31,0.39,1.92,2.00
-0.52,0.45,-2.67,1.00
-0.28,0.13,0.64,2.00
-0.65,-0.02,3.02,2.00
0.13,-1.66,0.91,2.00
2.20,1.66,4.02,2.00
1.57,-1.45,6.53,2.00
4.03,0.26,6.27,2.00
-1.18,2.21,-3.99,1.00
0.02,-1.14,-2.52,1.00
1.40,-3.28,4.88,2.00
0.44,-0.19,-1.62,1.00
-1.80,1.50,2.09,2.00
-0.03,0.74,-2.61,1.00
0.81,0.88,-3.92,1.00
1.39,2.47,4.08,2.00
0.65,1.38,-0.94,1.00
-0.00,0.71,-4.62,1.00
-0.72,-1.23,2.47,2.00
2.76,-0.84,2.89,2.00
0.27,1.55,-2.24,1.00
0.24,-0.16,2.01,2.00
-4.19,-1.38,-4.19,1.00
-0.07,0.27,0.42,2.00
0.03,-0.40,-0.89,1.00
2.02,-1.61,2.56,2.00
-0.20,2.50,6.92,2.00
1.02,0.26,3.32,2.00
1.03,-1.31,-1.90,1.00
0.04,-0.30,-2.54,1.00
-0.06,0.21,-0.78,1.00
0.27,0.04,1.90,2.00
-0.14,-0.19,0.88,2.00
-1.76,-1.27,-2.91,1.00
-2.95,-2.19,-5.27,1.00
-1.01,0.71,1.11,2.00
0.62,0.38,4.73,2.00
0.28,-0.24,0.67,2.00
0.01,-0.01,4.37,2.00
0.42,-0.08,-3.62,1.00
0.42,-1.07,-2.04,1.00
0.39,0.72,2.09,2.00
-0.11,-0.00,2.95,2.00
0.02,0.71,1.58,2.00
0.33,-2.65,-2.45,1.00
-0.22,-0.06,-1.23,1.00
-0.18,0.08,-2.58,1.00
0.59,-3.19,-1.90,1.00
-0.04,-0.92,4.29,2.00
-1.02,-2.66,3.91,2.00
0.18,0.22,-3.00,1.00
1.43,0.12,-1.89,1.00
-0.11,1.17,2.85,2.00
-0.17,-0.19,-1.24,1.00
-0.08,-0.12,1.12,2.00
-0.95,0.38,0.69,2.00
-0.32,0.08,-3.05,1.00
1.43,-0.54,-1.42,1.00
2.04,0.28,1.99,2.00
0.47,0.60,-2.08,1.00
0.10,-0.82,-2.57,1.00
0.04,-0.06,1.72,2.00
0.05,0.03,-2.16,1.00
0.69,-3.94,1.73,2.00
-0.28,1.15,-1.85,1.00
-0.01,-0.65,4.21,2.00
-0.51,3.56,-2.69,1.00
-0.30,-0.75,-0.82,1.00
-0.41,1.17,1.50,2.00
1.40,-1.96,3.81,2.00
0.09,0.02,2.40,2.00
3.49,-0.41,2.16,2.00
-0.17,-0.07,1.42,2.00
0.29,-0.00,0.53,2.00
3.38,3.01,-3.53,1.00
-0.28,0.66,-0.77,1.00
-0.36,-2.10,-2.07,1.00
-1.31,0.63,-5.00,1.00
0.03,-0.12,-1.26,1.00
0.77,-1.36,2.08,2.00
-0.15,0.46,-3.92,1.00
0.53,-1.64,5.39,2.00
-0.91,-0.61,1.00,2.00
-1.48,-1.40,-2.03,1.00
-0.27,-0.48,2.64,2.00
-0.59,-1.68,-4.05,1.00
0.07,-0.54,-1.42,1.00
0.45,-0.36,-3.70,1.00
1.55,-0.32,-1.45,1.00
-0.95,0.36,-3.85,1.00
-0.24,0.16,-0.28,1.00
-1.04,0.27,1.31,2.00
0.00,-0.03,3.02,2.00
-1.84,5.69,3.50,2.00
-0.03,0.02,0.86,2.00
0.19,-0.22,-1.44,1.00
-0.74,0.47,1.67,2.00
0.10,0.01,-3.69,1.00
-0.05,-0.04,-2.76,1.00
-0.15,-0.12,0.90,2.00
-3.40,0.19,2.29,2.00
-0.19,-0.38,3.84,2.00
-0.53,-0.60,2.37,2.00
0.70,-0.25,6.28,2.00
-0.37,-0.94,-5.96,1.00
0.40,-0.50,-1.31,1.00
1.16,-0.99,-0.33,1.00
0.39,0.07,-1.60,1.00
0.56,0.07,-0.85,1.00
1.04,1.55,1.64,2.00
0.58,0.18,-0.64,1.00
0.28,0.90,6.21,2.00
0.68,-1.08,-2.54,1.00
0.42,1.35,-3.32,1.00
-1.09,-0.13,4.10,2.00
0.04,-1.20,1.00,2.00
0.38,1.79,-2.59,1.00
2.21,1.58,1.69,2.00
3.28,5.30,6.90,2.00
-0.28,-0.01,0.40,2.00
-1.40,0.54,-1.15,1.00
0.15,1.66,1.56,2.00
-0.15,0.08,-3.36,1.00
-0.31,-0.65,-0.52,1.00
-0.86,1.40,-2.47,1.00
-1.59,2.50,-2.84,1.00
0.21,-0.45,3.05,2.00
-0.47,-0.41,-1.02,1.00
-0.28,-0.43,-2.45,1.00
4.93,-1.83,-2.68,1.00
2.07,0.01,6.84,2.00
-0.02,-0.02,1.81,2.00
-0.26,0.10,-3.20,1.00
-1.38,-0.86,1.81,2.00
-0.22,-0.08,-1.30,1.00
-1.83,0.73,2.86,2.00
-0.11,0.02,2.96,2.00
-0.23,0.91,-0.89,1.00
0.01,-1.29,-1.95,1.00
1.32,-0.39,-0.18,1.00
0.62,-1.72,-3.22,1.00
-0.01,-0.03,-0.74,1.00
0.27,-0.29,1.19,2.00
-0.68,0.14,1.74,2.00
-0.72,-3.72,-1.95,1.00
-0.35,1.52,1.83,2.00
0.66,-1.02,3.32,2.00
-0.15,0.35,3.25,2.00
2.08,0.16,3.39,2.00
-1.37,1.89,-1.96,1.00
-0.27,-1.03,-3.36,1.00
0.12,0.81,1.85,2.00
0.00,0.01,-3.35,1.00
2.30,0.20,-2.25,1.00
0.29,2.24,-4.01,1.00
-3.86,6.33,4.73,2.00
2.29,-0.12,9.10,2.00
-0.03,-0.20,1.90,2.00
-0.30,0.18,-2.34,1.00
-0.27,-0.46,-2.19,1.00
0.29,-1.12,3.94,2.00
1.84,-0.42,2.02,2.00
0.18,0.72,1.73,2.00
0.26,0.46,2.31,2.00
-0.64,-2.18,-3.43,1.00
0.86,1.30,-2.85,1.00
0.98,-1.72,-1.44,1.00
0.22,0.44,2.91,2.00
1.17,-0.97,4.94,2.00
1.41,-1.08,3.19,2.00
0.51,0.32,1.35,2.00
-1.12,-2.97,-1.77,1.00
3.90,-0.47,-3.14,1.00
0.17,0.98,-2.86,1.00
-0.74,-2.43,3.65,2.00
-0.80,0.65,5.22,2.00
-0.87,2.49,2.75,2.00
0.53,-0.31,-0.63,1.00
0.92,-0.22,0.79,2.00
-0.13,-1.15,-3.12,1.00
1.30,-0.82,0.99,2.00
0.50,1.09,-0.27,1.00
2.99,1.38,-4.25,1.00
1.20,-0.51,1.46,2.00
2.18,-0.49,-4.57,1.00
0.09,-0.09,2.08,2.00
0.87,-0.99,-4.26,1.00
-0.50,-0.02,-3.56,1.00
-4.16,1.75,3.56,2.00
-1.97,2.29,-6.66,1.00
1.30,-0.27,1.40,2.00
0.36,0.72,0.75,2.00
-0.10,0.32,0.30,2.00
-0.03,-0.33,-2.44,1.00
0.59,0.43,4.34,2.00
-0.49,0.07,-2.03,1.00
0.37,-0.41,4.38,2.00
-1.02,-0.67,-3.54,1.00
0.30,-0.53,3.14,2.00
-0.81,-1.08,2.85,2.00
-0.08,0.11,0.86,2.00
0.15,-0.08,1.58,2.00
0.01,-0.08,-1.79,1.00
-0.10,0.27,-0.50,1.00
0.39,0.25,-1.00,1.00
-0.48,-0.21,-1.61,1.00
0.43,-0.97,2.93,2.00
0.44,-0.02,-1.91,1.00
-0.17,-1.17,2.70,2.00
-0.22,1.99,-3.29,1.00
-0.01,-0.12,-2.13,1.00
0.65,-0.65,1.46,2.00
0.57,-1.44,3.72,2.00
-3.50,0.23,1.02,2.00
-1.42,-0.89,2.11,2.00
3.86,-1.09,-2.33,1.00
2.84,-0.40,-2.22,1.00
-0.16,0.88,-4.57,1.00
0.18,-0.18,-0.69,1.00
0.27,-0.55,-2.47,1.00
0.17,-0.36,-5.50,1.00
-0.12,-0.57,-3.67,1.00
-0.12,0.27,-1.87,1.00
-2.00,-0.77,-7.50,1.00
0.00,-0.08,-1.52,1.00
-0.45,-0.39,2.18,2.00
-0.60,0.18,5.10,2.00
-1.23,-2.70,1.80,2.00
0.20,0.17,-2.11,1.00
0.80,1.34,-3.26,1.00
-1.27,0.56,-1.52,1.00
-0.01,0.19,-1.61,1.00
5.27,-3.94,-4.77,1.00
-0.43,-0.20,-2.39,1.00
-1.58,0.03,2.88,2.00
-0.10,-0.14,-1.39,1.00
2.47,-2.01,-2.63,1.00
-0.14,-0.96,-1.58,1.00
0.32,-0.42,1.24,2.00
0.53,0.08,-2.24,1.00
-0.35,0.65,-2.03,1.00
0.02,0.02,2.69,2.00
0.87,1.63,3.46,2.00
-0.06,-1.16,2.46,2.00
-0.39,0.19,-7.62,1.00
0.01,-0.24,-3.57,1.00
0.79,1.52,-2.58,1.00
0.03,-0.09,-3.71,1.00
0.68,-0.24,-1.93,1.00
-0.21,-0.69,-1.64,1.00
-0.23,1.02,1.57,2.00
-0.04,-1.26,3.06,2.00
0.33,-0.32,-1.93,1.00
-0.91,0.61,0.78,2.00
-0.76,-1.21,-1.91,1.00
1.88,-2.56,-3.94,1.00
0.30,-0.12,4.79,2.00
0.34,-0.47,3.92,2.00
0.07,0.51,-0.30,1.00
-0.42,-0.35,2.25,2.00
-0.49,2.24,-1.84,1.00
-0.38,0.12,-4.17,1.00
-0.00,-0.11,1.60,2.00
-1.86,-1.62,-5.81,1.00
-1.71,-0.08,2.50,2.00
-0.29,-1.39,2.25,2.00
-0.69,0.12,-2.76,1.00
2.92,0.16,-1.39,1.00
-0.06,0.11,-1.47,1.00
-2.72,2.55,4.15,2.00
-2.14,-1.52,-3.07,1.00
0.28,-1.14,-0.79,1.00
-1.88,1.02,-2.67,1.00
-0.17,-3.52,6.31,2.00
0.01,0.17,-2.00,1.00
-0.99,1.47,-3.22,1.00
-0.17,0.17,0.73,2.00
-0.72,0.54,1.38,2.00
-0.83,1.79,-2.66,1.00
-0.33,-0.05,1.05,2.00
-0.56,-0.31,1.32,2.00
-0.67,0.04,-2.74,1.00
-1.09,1.14,2.21,2.00
0.73,-0.86,-2.13,1.00
0.56,-0.28,-1.21,1.00
-0.29,-0.41,-1.71,1.00
1.32,-3.10,-4.79,1.00
-0.04,-0.09,1.39,2.00
1.02,-0.93,1.11,2.00
0.01,-0.19,3.77,2.00
0.97,0.12,1.84,2.00
1.86,-0.29,-1.65,1.00
-0.02,-0.40,1.65,2.00
2.35,0.12,2.07,2.00
0.86,-0.12,-2.63,1.00
-0.00,0.00,4.56,2.00
-1.76,1.86,0.78,2.00
2.17,0.77,-2.22,1.00
1.87,1.78,-1.09,1.00
-0.12,-0.05,1.55,2.00
-0.66,-0.84,-2.74,1.00
-1.86,-0.31,4.71,2.00
0.82,0.66,3.34,2.00
0.19,0.39,0.58,2.00
-0.62,-0.04,1.74,2.00
0.02,0.13,0.40,2.00
-0.58,0.08,-2.27,1.00
0.19,-0.77,-1.49,1.00
0.70,-2.74,-3.16,1.00
2.07,0.02,-2.05,1.00
-0.75,0.84,-3.84,1.00
-0.46,-0.54,2.06,2.00
0.78,-1.17,-3.18,1.00
-1.50,-0.02,5.56,2.00
-0.05,0.21,-2.43,1.00
-1.50,-0.49,-1.47,1.00
-0.19,-0.78,-1.87,1.00
0.08,0.85,-4.28,1.00
0.20,1.15,0.57,2.00
-0.29,-0.22,-4.29,1.00
-4.03,-3.04,2.87,2.00
-0.19,-0.03,2.01,2.00
-0.32,1.05,3.04,2.00
0.05,-0.60,1.69,2.00
-0.23,0.25,3.43,2.00
-1.66,1.37,0.68,2.00
-0.02,0.69,-1.67,1.00
1.80,0.36,2.04,2.00
0.41,0.63,1.42,2.00
-0.87,-0.30,3.74,2.00
-2.75,-0.88,-2.48,1.00
0.05,-0.03,-2.19,1.00
-1.78,0.47,2.25,2.00
-2.07,0.18,-3.17,1.00
-0.27,1.03,1.16,2.00
-0.61,0.02,-3.43,1.00
-4.36,-0.83,-0.82,1.00
0.91,0.26,0.97,2.00
-0.00,-0.01,3.89,2.00
0.33,0.40,-3.03,1.00
-1.16,-1.26,2.83,2.00
1.83,-0.62,-1.53,1.00
0.00,0.00,-0.23,1.00
1.44,1.45,-3.40,1.00
-2.91,0.01,-3.07,1.00
0.64,0.06,-2.82,1.00
-1.19,0.87,0.78,2.00
2.36,-2.09,2.91,2.00
-0.31,-0.41,-4.24,1.00
-2.25,-0.08,-1.61,1.00
-0.05,0.08,-2.17,1.00
-1.17,0.25,1.04,2.00
-1.60,0.16,-3.84,1.00
0.17,-0.06,0.98,2.00
-0.18,-0.47,1.80,2.00
4.81,-0.85,-3.86,1.00
-0.35,-0.60,1.22,2.00
-0.06,-1.05,0.82,2.00
0.77,-1.45,-1.36,1.00
0.30,0.29,2.91,2.00
-1.19,0.96,3.26,2.00
-0.01,0.34,0.78,2.00
2.45,3.41,1.75,2.00
0.17,0.16,-1.02,1.00
0.49,0.27,0.81,2.00
-1.74,-1.58,3.16,2.00
1.64,2.40,5.37,2.00
-1.02,-0.59,-6.75,1.00
-0.35,0.08,-1.43,1.00
0.54,1.11,-0.81,1.00
-1.84,1.46,2.83,2.00
